County,Year,Indicator,Measure,Year,Jan-Mar,Apr-Jun,Jul-Sep,Oct-Dec,Annual
Marion,2015,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2015,10,12,5,6,33
Marion,2015,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2015,79,73,88,86,326
Marion,2015,All Drug Non-fatal Overdose Emergency Department Visits,Count,2015,117,134,119,141,511
Marion,2015,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2015,115,134,118,105,472
Marion,2015,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2015,41,49,37,37,164
Marion,2015,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2015,13,19,21,35,88
Marion,2015,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2015,13,19,21,29,82
Marion,2015,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2015,<5,<5,<5,6,6
Marion,2015,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2015,6,<5,6,14,30
Marion,2015,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2015,6,<5,6,12,28
Marion,2015,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Marion,2015,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2015,9,7,7,11,34
Marion,2015,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2015,9,7,7,11,34
Marion,2015,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Marion,2015,All Drug Non-fatal Overdose Hospitalizations,Count,2015,104,85,103,104,396
Marion,2015,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2015,104,85,103,75,367
Marion,2015,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2015,31,18,31,30,110
Marion,2015,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2015,43,28,38,36,145
Marion,2015,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2015,43,28,38,31,140
Marion,2015,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,5,5
Marion,2015,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,7,8,22
Marion,2015,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,7,7,21
Marion,2015,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Marion,2015,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2015,19,14,7,14,54
Marion,2015,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2015,19,14,7,10,50
Marion,2015,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Marion,2015,Florida Poison Information Network Calls Related to Opioids,Count,2015,11,17,4,10,42
Marion,2015,Naloxone Administered,Count,2015,148,146,156,144,594
Marion,2015,Naloxone Administered by EMS,Count,2015,146,143,149,141,579
Marion,2015,Naloxone Administered Prior to EMS,Count,2015,2,3,7,3,15
Marion,2015,Naloxone Administration Not Applicable/Not Recorded,Count,2015,0,0,0,0,0
Fanklin,2017,Opioid Overdose Deaths,Count,2017,0,0,0,0,0
Fanklin,2017,Drug Overdose Deaths,Count,2017,0,1,0,3,4
Fanklin,2017,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,0.0
Fanklin,2017,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,33.9
Fanklin,2017,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2017,0,0,0,0,0
Fanklin,2017,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2017,0,0,0,0,0
Fanklin,2017,All Drug Non-fatal Overdose Emergency Department Visits,Count,2017,7,5,<5,5,20
Fanklin,2017,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,10
Fanklin,2017,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,10
Fanklin,2017,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,All Drug Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,6,<5,14
Fanklin,2017,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2017,<5,<5,5,<5,11
Fanklin,2017,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Fanklin,2017,Florida Poison Information Network Calls Related to Opioids,Count,2017,0,0,0,0,0
Fanklin,2017,Naloxone Administered,Count,2017,0,0,0,0,0
Fanklin,2017,Naloxone Administered by EMS,Count,2017,0,0,0,0,0
Fanklin,2017,Naloxone Administered Prior to EMS,Count,2017,0,0,0,0,0
Fanklin,2017,Naloxone Administration Not Applicable/Not Recorded,Count,2017,0,0,0,0,0
Lake,2016,Opioid Overdose Deaths,Count,2016,6,4,10,11,31
Lake,2016,Drug Overdose Deaths,Count,2016,8,4,15,15,42
Lake,2016,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2016,,,,,10.7
Lake,2016,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2016,,,,,14.7
Lake,2016,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2016,1,1,0,0,2
Lake,2016,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2016,2,3,2,1,8
Lake,2016,All Drug Non-fatal Overdose Emergency Department Visits,Count,2016,137,147,161,171,616
Lake,2016,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2016,92,101,111,119,423
Lake,2016,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2016,45,46,50,52,193
Lake,2016,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2016,36,37,45,44,162
Lake,2016,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2016,29,32,36,41,138
Lake,2016,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2016,7,5,9,<5,24
Lake,2016,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2016,11,13,20,20,64
Lake,2016,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2016,10,13,19,20,62
Lake,2016,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,<5,<5,<5,<5
Lake,2016,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,7,9,9,11,36
Lake,2016,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,5,8,8,8,29
Lake,2016,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,<5,<5,<5,7
Lake,2016,All Drug Non-fatal Overdose Hospitalizations,Count,2016,112,85,122,119,438
Lake,2016,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2016,70,64,81,70,285
Lake,2016,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2016,42,22,43,48,155
Lake,2016,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,31,27,38,44,140
Lake,2016,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,27,23,34,35,119
Lake,2016,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,9,21
Lake,2016,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,5,6,8,22
Lake,2016,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,5,6,8,22
Lake,2016,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,<5,<5
Lake,2016,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,15,11,10,16,52
Lake,2016,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,13,11,8,11,43
Lake,2016,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,<5,8
Lake,2016,Florida Poison Information Network Calls Related to Opioids,Count,2016,28,29,23,22,102
Lake,2016,Naloxone Administered,Count,2016,12,5,3,0,20
Lake,2016,Naloxone Administered by EMS,Count,2016,11,4,1,0,16
Lake,2016,Naloxone Administered Prior to EMS,Count,2016,1,1,2,0,4
Lake,2016,Naloxone Administration Not Applicable/Not Recorded,Count,2016,0,0,0,0,0
Liberty,2017,Opioid Overdose Deaths,Count,2017,0,0,1,0,1
Liberty,2017,Drug Overdose Deaths,Count,2017,0,0,2,1,3
Liberty,2017,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,11.5
Liberty,2017,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,29.6
Liberty,2017,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2017,0,1,1,0,2
Liberty,2017,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2017,2,1,1,1,5
Liberty,2017,All Drug Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,10
Liberty,2017,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,8
Liberty,2017,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,All Drug Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,8
Liberty,2017,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,5
Liberty,2017,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Liberty,2017,Florida Poison Information Network Calls Related to Opioids,Count,2017,0,0,0,0,0
Liberty,2017,Naloxone Administered,Count,2017,0,1,1,0,2
Liberty,2017,Naloxone Administered by EMS,Count,2017,0,1,1,0,2
Liberty,2017,Naloxone Administered Prior to EMS,Count,2017,0,0,0,0,0
Liberty,2017,Naloxone Administration Not Applicable/Not Recorded,Count,2017,0,0,0,0,0
Wakulla,2018,Opioid Overdose Deaths,Count,2018,0,0,1,0,1
Wakulla,2018,Drug Overdose Deaths,Count,2018,2,1,2,2,7
Wakulla,2018,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2018,,,,,2.1
Wakulla,2018,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2018,,,,,16.4
Wakulla,2018,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2018,2,0,1,1,4
Wakulla,2018,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2018,7,0,9,6,22
Wakulla,2018,All Drug Non-fatal Overdose Emergency Department Visits,Count,2018,13,12,13,15,53
Wakulla,2018,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2018,6,9,<5,10,29
Wakulla,2018,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2018,7,<5,9,5,24
Wakulla,2018,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,6
Wakulla,2018,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,5
Wakulla,2018,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,All Drug Non-fatal Overdose Hospitalizations,Count,2018,8,12,9,10,39
Wakulla,2018,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2018,5,6,5,7,23
Wakulla,2018,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2018,<5,6,<5,<5,16
Wakulla,2018,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,6
Wakulla,2018,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Wakulla,2018,Florida Poison Information Network Calls Related to Opioids,Count,2018,0,0,0,0,0
Wakulla,2018,Naloxone Administered,Count,2018,4,0,4,5,13
Wakulla,2018,Naloxone Administered by EMS,Count,2018,4,0,4,4,12
Wakulla,2018,Naloxone Administered Prior to EMS,Count,2018,0,0,0,1,1
Wakulla,2018,Naloxone Administration Not Applicable/Not Recorded,Count,2018,0,0,0,0,0
Wakulla,2019,Opioid Overdose Deaths,Count,2019,0,1,1,0,2
Wakulla,2019,Drug Overdose Deaths,Count,2019,0,3,3,1,7
Wakulla,2019,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2019,,,,,5.0
Wakulla,2019,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2019,,,,,18.5
Wakulla,2019,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2019,0,0,0,0,0
Wakulla,2019,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2019,9,14,4,6,33
Wakulla,2019,All Drug Non-fatal Overdose Emergency Department Visits,Count,2019,7,11,14,9,41
Wakulla,2019,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2019,5,6,8,8,27
Wakulla,2019,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2019,<5,5,6,<5,14
Wakulla,2019,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,12
Wakulla,2019,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,11
Wakulla,2019,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,5
Wakulla,2019,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,5
Wakulla,2019,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,5
Wakulla,2019,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,5
Wakulla,2019,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,All Drug Non-fatal Overdose Hospitalizations,Count,2019,6,11,9,<5,30
Wakulla,2019,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2019,<5,5,5,<5,16
Wakulla,2019,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2019,<5,6,<5,<5,14
Wakulla,2019,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2019,<5,<5,<5,<5,<5
Wakulla,2019,Florida Poison Information Network Calls Related to Opioids,Count,2019,1,1,0,0,2
Wakulla,2019,Naloxone Administered,Count,2019,3,11,3,5,22
Wakulla,2019,Naloxone Administered by EMS,Count,2019,3,11,3,5,22
Wakulla,2019,Naloxone Administered Prior to EMS,Count,2019,0,0,0,0,0
Wakulla,2019,Naloxone Administration Not Applicable/Not Recorded,Count,2019,0,0,0,0,0
Glades,2020,Opioid Overdose Deaths,Count,2020,1,1,0,1,3
Glades,2020,Drug Overdose Deaths,Count,2020,1,1,0,1,3
Glades,2020,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2020,,,,,27.4
Glades,2020,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2020,,,,,27.4
Glades,2020,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2020,0,1,0,,1
Glades,2020,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2020,1,3,2,,6
Glades,2020,All Drug Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,6
Glades,2020,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Glades,2020,All Drug Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,7
Glades,2020,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,6
Glades,2020,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Glades,2020,Florida Poison Information Network Calls Related to Opioids,Count,2020,0,0,0,0,0
Glades,2020,Naloxone Administered,Count,2020,1,4,2,,7
Glades,2020,Naloxone Administered by EMS,Count,2020,1,4,2,,7
Glades,2020,Naloxone Administered Prior to EMS,Count,2020,0,0,0,,0
Glades,2020,Naloxone Administration Not Applicable/Not Recorded,Count,2020,0,0,0,,0
Columbia,2015,Opioid Overdose Deaths,Count,2015,1,1,2,3,7
Columbia,2015,Drug Overdose Deaths,Count,2015,1,4,2,4,11
